contig ID,length,best subject sequence ID,taxonomy,percentage of identitcal matches,e-value,alignment length,number of mismatches,number of gap openings,start of alignment in query,end of alignment in query,start of alignment in subject,end of alignment in subject,bitscore
k141_216388,2470,AOW41964.1 capsid protein [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",29.5,4.20E-44,526,318,14,895,2415,60,551,189.9
k141_217318,1212,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",66.2,9.20E-45,139,44,2,1206,793,483,619,191
k141_217457,406,YP_008770023.1 hypothetical protein CampHawk_89 [Bacillus phage CampHawk],"root,Viruses,Caudovirales,Herelleviridae,Spounavirinae,Okubovirus,unclassified Okubovirus,Bacillus virus vB_BsuM-Goe2,Bacillus phage vB_BsuM-Goe2",48.4,1.40E-18,95,47,1,115,393,56,150,102.4
k141_2175,3647,AMQ23530.1 replicase [Leviviridae sp.],"root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",32,5.20E-43,431,251,12,2027,3262,89,496,186.8
k141_217693,323,AHZ34224.1 RNA polymerase [Apple chlorotic leaf spot virus],"root,Viruses,Riboviria,Tymovirales,Betaflexiviridae,Trivirinae,Trichovirus,Apple chlorotic leaf spot virus",97.2,1.90E-53,107,3,0,2,322,175,281,218
k141_217708,777,"AVD54042.1 capsid, partial [Macaque picobirnavirus 10]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 10",51.1,1.40E-54,229,78,3,16,696,149,345,223
k141_217978,1815,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",58.7,5.40E-166,542,211,9,2,1603,83,619,594.3
k141_2180,9418,YP_009553600.1 nonstructural polyprotein [Blackbird arilivirus],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Blackbird arilivirus",33.3,5.90E-280,2065,1111,46,630,6179,217,2229,975.3
k141_218341,1718,"AXL64616.1 RNA-dependent RNA polymerase protein, partial [Chicken picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",71.8,1.30E-225,515,143,2,133,1671,3,517,792.3
k141_218570,429,ARQ16021.1 putative VP1 [Human gut gokushovirus],"root,Viruses,Microviridae,Gokushovirinae,unclassified Gokushovirinae,Human gut gokushovirus",34.1,5.80E-10,126,81,2,3,380,321,444,73.9
k141_218615,364,"AIB06801.1 RNA-dependent RNA polymerase, partial [Fox fecal picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Fox fecal picobirnavirus",88.8,5.70E-51,107,12,0,1,321,410,516,209.9
k141_219096,894,AVX53431.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",55.8,1.50E-07,52,23,0,725,880,64,115,67
k141_219192,445,AVX53270.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",74.6,4.40E-53,142,36,0,445,20,358,499,217.2
k141_219414,470,BAB15950.1 RNA polymerase [Apple stem pitting virus],"root,Viruses,Riboviria,Tymovirales,Betaflexiviridae,Quinvirinae,Foveavirus,Apple stem pitting virus",98.7,2.30E-84,156,2,0,468,1,171,326,321.2
k141_219646,2303,YP_009333146.1 RNA-dependent RNA polymerase [Beihai narna-like virus 26],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Beihai narna-like virus 26",37.4,7.30E-91,577,320,16,74,1771,1,547,345.1
k141_220063,375,AYQ58127.1 putative VP4 [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",51.6,1.40E-31,124,60,0,375,4,107,230,145.6
k141_220226,457,ALS03439.1 VP3 [Gokushovirus WZ-2015a],"root,Viruses,Microviridae,Gokushovirinae,unclassified Gokushovirinae,Gokushovirus WZ-2015a",50.6,2.00E-16,79,39,0,238,2,1,79,95.5
k141_220574,743,AVX53443.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",42.6,7.90E-55,244,132,5,9,737,204,440,223.8
k141_220830,838,APG78540.1 hypothetical protein 2 [Wenzhou picorna-like virus 29],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wenzhou picorna-like virus 29",34,1.70E-13,197,111,6,837,283,704,893,86.7
k141_221077,403,ATO59709.1 nonstructural polyprotein [Solenopsis invicta virus 5],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Solenopsis invicta virus 5",34,2.40E-10,141,83,4,2,400,1271,1409,75.1
k141_221477,598,APG78540.1 hypothetical protein 2 [Wenzhou picorna-like virus 29],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wenzhou picorna-like virus 29",40.5,1.90E-30,185,88,1,578,24,494,656,142.5
k141_221980,356,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",76.5,1.10E-38,98,23,0,62,355,295,392,169.1
k141_222001,360,YP_007006763.1 gp156 [Sphingomonas phage PAU],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Sphingomonas phage PAU",47.5,2.70E-16,120,60,2,1,360,328,444,94.7
k141_222264,335,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",79.3,8.70E-46,111,23,0,3,335,60,170,192.6
k141_222548,948,AVX53407.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",26.4,1.20E-26,311,216,4,9,905,138,447,130.6
k141_22263,634,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",60.7,4.80E-69,211,74,3,632,9,1052,1256,270.8
k141_222980,2526,AXL64605.1 capsid protein [Chicken picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",40.4,3.40E-110,537,277,10,1031,2515,36,571,409.5
k141_223434,527,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",54.7,1.50E-47,172,75,3,517,2,1036,1204,199.1
k141_223435,369,AVX53289.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",78.3,2.20E-50,120,26,0,6,365,395,514,208
k141_223516,474,WP_005936213.1 helix-turn-helix transcriptional regulator [Faecalibacterium prausnitzii],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Faecalibacterium phage FP_Mushu",49.2,5.40E-25,126,63,1,5,379,37,162,124
k141_224423,318,WP_097780252.1 phage recombination protein Bet [Faecalibacterium prausnitzii],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Faecalibacterium phage FP_Brigit",60,5.10E-27,110,39,1,1,315,165,274,130.2
k141_224426,1099,YP_009389418.1 ORF1p [Antonospora locustae virus 1],"root,Viruses,Riboviria,Amalgaviridae,unclassified Amalgaviridae,Antonospora locustae virus 1",40.7,5.60E-57,273,162,0,1086,268,7,279,231.5
k141_224719,367,"AVX29481.1 polyprotein, partial [Marmot cardiovirus]","root,Viruses,Riboviria,Picornavirales,Picornaviridae,Cardiovirus,unclassified Cardiovirus,Marmot cardiovirus",65.8,3.60E-37,117,40,0,351,1,692,808,164.1
k141_224733,231,"AVX29481.1 polyprotein, partial [Marmot cardiovirus]","root,Viruses,Riboviria,Picornavirales,Picornaviridae,Cardiovirus,unclassified Cardiovirus,Marmot cardiovirus",71.1,6.10E-22,76,22,0,228,1,733,808,112.8
k141_225482,1394,APG78297.1 RdRp [Hubei partiti-like virus 53],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei partiti-like virus 53",37.6,6.00E-56,367,200,10,3,1070,50,398,228.4
k141_22576,2359,AVX53537.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",29,7.30E-46,555,338,17,783,2345,30,562,195.7
k141_226030,564,ATY47548.1 RNA-dependent RNA polymerase [Apple stem pitting virus],"root,Viruses,Riboviria,Tymovirales,Betaflexiviridae,Quinvirinae,Foveavirus,Apple stem pitting virus",90.9,8.50E-94,187,17,0,562,2,278,464,352.8
k141_226360,1648,AVX53268.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",61,1.50E-183,525,200,4,58,1626,1,522,652.5
k141_22674,388,"AVX53267.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",89.9,2.00E-65,129,13,0,1,387,373,501,258.1
k141_226793,523,AOC55063.1 RNA-dependent RNA polymerase [Pinela virus],"root,Viruses,unclassified viruses,Pinela virus",62.1,3.60E-54,174,65,1,1,522,156,328,221.1
k141_226847,305,"AVD97121.1 RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",63,9.40E-31,100,35,1,302,3,37,134,142.5
k141_226933,1100,AVA30700.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",39.5,9.20E-68,382,209,8,2,1090,173,551,267.3
k141_227320,375,AXH78005.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",39.8,2.90E-13,93,54,1,374,96,495,585,84.7
k141_227357,2955,AVX53407.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",31.3,6.90E-70,610,360,16,1136,2935,31,591,275.8
k141_227424,2594,AVX53469.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",29.1,3.30E-47,502,300,13,1457,48,83,560,200.3
k141_227670,2158,AXL64604.1 capsid protein [Chicken picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",34.5,7.30E-77,595,294,17,1704,37,48,585,298.5
k141_227913,353,AVX53282.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",88,7.50E-56,117,14,0,351,1,345,461,226.1
k141_228464,407,"BBC20586.1 capsid protein, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",54.8,1.80E-32,135,61,0,407,3,229,363,148.7
k141_228936,1182,AVQ09967.1 methyltransferase/helicase [Apple mosaic virus],"root,Viruses,Riboviria,Bromoviridae,Ilarvirus,Apple mosaic virus",99.7,5.70E-225,393,1,0,1181,3,199,591,789.6
k141_228993,407,"AVX53813.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",48.9,1.70E-27,139,64,1,12,407,208,346,132.1
k141_229083,2831,"AVX53597.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",38,1.10E-88,566,307,14,1732,65,12,543,338.2
k141_229136,1737,AVA30701.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",77.1,5.80E-250,537,118,1,101,1711,1,532,873.2
k141_229331,427,"ACY01868.1 RNA-dependent RNA polymerase, partial [Human picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,Human picobirnavirus",73.3,7.00E-48,135,34,2,427,26,94,227,199.9
k141_229398,399,AVX53443.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",53.3,6.20E-22,122,39,3,34,399,30,133,113.6
k141_229409,388,ARQ16022.1 putative VP2 [Human gut gokushovirus],"root,Viruses,Microviridae,Gokushovirinae,unclassified Gokushovirinae,Human gut gokushovirus",55.3,1.70E-13,85,33,2,249,10,17,101,85.5
k141_229470,327,AWY06880.1 single-strand binding protein family protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",90.9,5.10E-14,44,4,0,134,3,3,46,87
k141_229498,597,YP_009465716.1 RNA-dependent RNA polymerase [Erysiphe necator mitovirus 2],"root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Erysiphe necator mitovirus 2",42.1,1.40E-25,202,99,8,2,580,43,235,126.3
k141_229526,436,AVX53675.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",53.1,2.30E-38,143,64,1,3,431,99,238,168.3
k141_229584,4345,"AMQ23539.1 replicase, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",33.9,2.70E-62,516,303,12,2487,3926,48,561,251.1
k141_229618,1311,"AVX53515.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",39.4,1.30E-65,414,228,8,1245,7,69,460,260.4
k141_229856,432,ATP66748.1 ORF1ab polyprotein [Rodent coronavirus],"root,Viruses,Riboviria,Nidovirales,Cornidovirineae,Coronaviridae,Coronavirinae,unclassified coronaviruses,Rodent coronavirus",47.2,3.50E-31,142,75,0,426,1,2087,2228,144.4
k141_230725,395,"AVX53409.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",58.8,8.20E-35,136,51,2,3,395,47,182,156.4
k141_230865,582,"AOC55077.1 polyprotein, partial [Baker virus]","root,Viruses,unclassified viruses,Baker virus",39.7,8.40E-20,141,79,3,24,443,897,1032,107.1
k141_230950,323,AFB76024.1 hypothetical protein 2209_scaffold64_00072 [unidentified phage],"root,Viruses,unclassified viruses,unclassified bacterial viruses,unidentified phage",59.6,4.10E-08,52,21,0,1,156,288,339,67.4
k141_231202,753,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",45.6,4.00E-46,252,129,4,1,753,153,397,194.9
k141_231311,268,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",54.8,3.40E-16,73,32,1,222,4,1087,1158,94
k141_231330,303,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",52.5,2.10E-22,101,46,2,303,1,1061,1159,114.8
k141_231737,526,AYR18676.1 replicase polyprotein [Betacoronavirus sp.],"root,Viruses,Riboviria,Nidovirales,Cornidovirineae,Coronaviridae,Orthocoronavirinae,Betacoronavirus,unclassified Betacoronavirus,Betacoronavirus sp.",85.1,2.40E-82,174,26,0,525,4,6474,6647,314.7
k141_231983,314,AVX53281.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",55.3,1.30E-22,103,45,1,312,7,108,210,115.5
k141_23235,9629,ATN39852.1 polyprotein [Peanut mottle virus],"root,Viruses,Riboviria,Potyviridae,Potyvirus,Peanut mottle virus",99.8,0.00E+00,3099,5,0,95,9391,1,3099,6136.2
k141_232615,351,APG78343.1 RdRp [Wenling partiti-like virus 4],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wenling partiti-like virus 4",54.7,2.20E-23,106,47,1,324,10,301,406,118.2
k141_232635,808,AYJ74769.1 distal tail fiber protein [Thermus phage phiFa],"root,Viruses,Caudovirales,Siphoviridae,Oshimavirus,unclassified Oshimavirus,Thermus phage phiFa",49.5,7.30E-14,103,49,1,36,344,632,731,87.8
k141_232711,358,"AVX53700.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",68.4,5.70E-43,117,37,0,358,8,167,283,183.3
k141_232852,1067,"AVD54064.1 RNA-dependent RNA polymerase, partial [Macaque picobirnavirus 28]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 28",66,1.40E-124,318,105,1,956,3,1,315,456.1
k141_233089,3171,YP_009333456.1 hypothetical protein 1 [Beihai picorna-like virus 71],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Beihai picorna-like virus 71",23.4,6.00E-27,572,361,16,1501,3165,1161,1672,133.3
k141_233272,421,ASG92550.1 putative non-structural protein [Picornavirales Q_sR_OV_011],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales Q_sR_OV_011",47.5,4.10E-24,120,62,1,55,414,364,482,120.9
k141_233273,378,"AOX15243.1 RNA-dependent RNA polymerase, partial [Baird Spence virus]","root,Viruses,unclassified viruses,Baird Spence virus",48,5.50E-28,125,64,1,2,376,65,188,133.7
k141_233505,392,AVX53635.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",40.8,2.10E-14,130,66,3,364,2,41,168,88.6
k141_233684,433,YP_009168473.1 Hef [Campylobacter virus IBB35],"root,Viruses,Caudovirales,Myoviridae,Eucampyvirinae,Firehammervirus,Campylobacter virus IBB35",52.4,1.80E-14,82,39,0,187,432,393,474,89
k141_233878,587,AXH73771.1 hypothetical protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",54,3.30E-48,187,85,1,4,561,467,653,201.4
k141_233907,1304,AWK77871.1 nonstructural polyprotein [Robinvale bee virus 1],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Robinvale bee virus 1",84.1,4.70E-119,245,39,0,2,736,1361,1605,438
k141_233988,424,AFB75852.1 hypothetical protein 2200_scaffold2278_00035 [unidentified phage],"root,Viruses,unclassified viruses,unclassified bacterial viruses,unidentified phage",78.2,1.80E-51,133,29,0,25,423,213,345,211.8
k141_234137,741,ALM62243.1 RNA-dependent RNA polymerase [Soybean leaf-associated mitovirus 3],"root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Soybean leaf-associated mitovirus 3",36.1,5.80E-34,255,140,3,739,2,66,306,154.5
k141_234274,3578,AMQ23530.1 replicase [Leviviridae sp.],"root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",28,9.40E-37,460,261,13,1728,436,80,498,166
k141_234415,6720,APA19831.1 ORF1a [Rodent astrovirus],"root,Viruses,Riboviria,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,Rodent astrovirus",52.7,6.50E-257,937,393,14,6712,4013,1,924,898.3
k141_234838,560,YP_009330079.1 hypothetical protein 1 [Hubei sobemo-like virus 48],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei sobemo-like virus 48",41.5,2.00E-18,135,78,1,155,559,2,135,102.4
k141_235098,1708,YP_009337743.1 hypothetical protein [Hubei permutotetra-like virus 5],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei permutotetra-like virus 5",40.2,1.30E-57,316,179,3,1578,655,26,339,234.2
k141_235134,459,"AVD54066.1 RNA-dependent RNA polymerase, partial [Macaque picobirnavirus 31]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 31",71.6,1.70E-28,88,25,0,455,192,145,232,135.6
k141_23574,757,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",71.7,2.60E-13,53,15,0,597,755,1,53,85.9
k141_235784,341,AWU66046.1 Rep [unidentified circular ssDNA virus],"root,Viruses,unclassified viruses,unclassified DNA viruses,unclassified ssDNA viruses,unidentified circular ssDNA virus",66.7,3.50E-10,45,15,0,137,3,1,45,74.3
k141_236082,1731,QBJ04623.1 RNA-dependent RNA polymerase [Tasmanian devil-associated picobirnavirus 1],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Tasmanian devil-associated picobirnavirus 1",63.2,7.90E-191,524,184,3,143,1714,10,524,676.8
k141_236186,353,YP_009099140.1 hypothetical protein [Bacillus phage CP-51],"root,Viruses,Caudovirales,Herelleviridae,Spounavirinae,Siminovitchvirus,Bacillus virus CP51,Bacillus phage CP-51",45.5,2.10E-13,110,52,5,1,309,24,132,85.1
